"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
96,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,99,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185582865479,4242185582881813,4242185582914133,4242185582914741,32320
97,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,100,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185582933056,4242185582949973,4242185582983094,4242185582983570,33121
98,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,101,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583001854,4242185583018134,4242185583051094,4242185583051787,32960
99,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,102,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583069801,4242185583085974,4242185583117814,4242185583118302,31840
100,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,103,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583138519,4242185583154614,4242185583188214,4242185583188743,33600
101,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,104,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583206897,4242185583223734,4242185583256694,4242185583257231,32960
102,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,105,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583276337,4242185583292214,4242185583325334,4242185583325859,33120
103,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,106,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583344153,4242185583360694,4242185583393494,4242185583394117,32800
104,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,107,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583412170,4242185583428694,4242185583461494,4242185583461973,32800
105,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,108,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583480498,4242185583496854,4242185583529974,4242185583530481,33120
106,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,109,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583548976,4242185583565654,4242185583598294,4242185583598819,32640
107,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,110,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583617153,4242185583633974,4242185583666454,4242185583666936,32480
108,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,111,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583685280,4242185583701495,4242185583734135,4242185583734562,32640
109,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,112,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583752746,4242185583769015,4242185583801655,4242185583802168,32640
110,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,113,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583820733,4242185583836855,4242185583869495,4242185583869995,32640
111,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,114,22350,22350,18432,256,61440,0,84,20,48,64,"0x0","0x7f12cf328600",4242185583888690,4242185583905175,4242185583938295,4242185583938774,33120
