"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
333,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,549,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841873649024,2944841886093843,2944841886138003,2944841886213745,44160
334,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,551,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841873684671,2944841886149363,2944841886331443,2944841886348878,182080
335,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,553,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841873769710,2944841886344723,2944841886389043,2944841886456629,44320
336,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,555,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841873803863,2944841886400563,2944841886585843,2944841886591551,185280
337,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,557,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841873888061,2944841886598803,2944841886642643,2944841886702167,43840
338,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,559,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841873946680,2944841886653843,2944841886839444,2944841886845435,185601
339,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,561,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841874037069,2944841886852244,2944841886896084,2944841886951342,43840
340,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,563,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841874075511,2944841886907284,2944841887087924,2944841887095942,180640
341,"matmul_kernel_0d1d2d3d4c5d6c7d8c.kd",4,0,565,104412,104412,1024,128,49152,0,84,20,48,64,"0x0","0x7f26f0d18600",2944841874161481,2944841887101044,2944841887145204,2944841887228620,44160
342,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,567,104412,104412,16000000,256,0,0,4,4,16,64,"0x0","0x7f26f0d74440",2944841874210853,2944841887156564,2944841887339124,2944841887346450,182560
