"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
1777,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3285,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581188976533,4325581214764694,4325581214798294,4325581215428838,33600
1778,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3287,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581189006890,4325581214809814,4325581214988854,4325581215175255,179040
1779,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3289,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581189088102,4325581215001814,4325581215035734,4325581215436152,33920
1780,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3291,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581189120231,4325581215047254,4325581215229974,4325581215271053,182720
1781,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3293,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581189200912,4325581215243094,4325581215276694,4325581215444978,33600
1782,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3295,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581189234304,4325581215288214,4325581215469974,4325581215643589,181760
1783,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3297,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581189316087,4325581215483094,4325581215517175,4325581215659148,34081
1784,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3299,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581189349409,4325581215528535,4325581215712695,4325581216742351,184160
1785,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3301,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581189431212,4325581215725815,4325581215758775,4325581216774341,32960
1786,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3303,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581189461679,4325581215770295,4325581215954135,4325581216781434,183840
1787,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3305,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581189541448,4325581215967095,4325581216000855,4325581216787365,33760
1788,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3307,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581189573267,4325581216012375,4325581216199735,4325581216758020,187360
1789,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3309,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581189655952,4325581216212535,4325581216245655,4325581216792925,33120
1790,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3311,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581189688022,4325581216257175,4325581216441815,4325581216800249,184640
1791,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3313,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581189767831,4325581216454935,4325581216489015,4325581216767107,34080
1792,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3315,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581189800321,4325581216500535,4325581216681815,4325581216750766,181280
1793,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3317,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581189882966,4325581216695255,4325581216729495,4325581216810789,34240
1794,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3319,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581189915236,4325581216741015,4325581216929175,4325581216946752,188160
1795,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3321,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581189996498,4325581216942135,4325581216975895,4325581216990123,33760
1796,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3323,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581190029780,4325581216987735,4325581217170295,4325581217181992,182560
1797,"matmul_kernel_with_block_pointers_0d1d2d3d4d5d6d7c8d9c10d11c.kd",4,0,3325,26709,26709,8192,256,49152,0,92,36,48,64,"0x0","0x7f2fbf2186c0",4325581190111482,4325581217183095,4325581217216375,4325581217244058,33280
1798,"void at::native::modern::elementwise_kernel<at::native::FillFunctor<int>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<int>, at::detail::Array<char*, 1>) [clone .kd]",4,0,3327,26709,26709,16000000,256,0,0,4,4,16,64,"0x0","0x7f2fbf0d4440",4325581190143382,4325581217228055,4325581217410295,4325581217425136,182240
